"x","y","majority","super_majority","absolute_majority","quorum"
"iclR","arpA",1,1,1,1
"iclR","yajC",1,1,0,1
"iclR","polA",1,0,0,0
"iclR","hemG",1,0,0,0
"iclR","aroL",1,1,0,1
"iclR","pldB",1,1,0,1
"iclR","glmS",1,0,0,0
"iclR","phoU",1,1,0,1
"iclR","bglF",1,1,0,1
"iclR","bglB",1,0,0,0
"iclR","emrD",1,0,0,0
"iclR","tisB",1,1,0,1
"iclR","gadA",1,0,0,0
"iclR","gadY",1,0,0,0
"iclR","gadW",1,1,0,1
"iclR","mdtF",1,1,0,1
"iclR","frlR",1,1,0,1
"iclR","yheU",1,1,0,1
"iclR","yheT",1,1,0,1
"iclR","gspI",1,0,0,0
"iclR","zntR",1,1,0,1
"zraR","zraS",1,1,0,1
"zraR","lldP",1,1,0,1
"hupA","yibL",1,0,0,0
"hupA","ugpB",1,0,0,0
"hupA","ygdT",1,0,0,0
"hupA","gcvB",1,0,0,0
"hupA","pphB",1,1,0,1
"hupA","proV",1,1,0,1
"hupA","ygaV",1,1,0,1
"hupA","csiR",1,0,0,0
"hupA","lepB",1,0,0,0
"hupA","rnc",1,0,0,0
"hupA","perR",1,1,0,1
"hupA","ykfA",1,1,0,1
"hupA","ypdF",1,1,0,1
"hupA","yfbO",1,1,0,1
"hupA","elaA",1,1,0,1
"hupA","yafK",1,1,0,1
"hupA","yeiU",1,1,0,1
"hupA","ivy",1,0,0,0
"hupA","nupX",1,1,0,1
"hupA","yohK",1,1,0,1
"hupA","yafC",1,0,0,0
"hupA","manX",1,1,0,1
"hupA","ynhG",1,0,0,0
"hupA","ydhZ",1,1,0,1
"hupA","ydhU",1,0,0,0
"hupA","ydhT",1,1,0,1
"hupA","malY",1,1,0,1
"hupA","asr",1,1,0,1
"hupA","dgsA",1,1,0,1
"hupA","ynfK",1,1,0,1
"hupA","lsrG",1,1,0,1
"hupA","lsrA",1,1,0,1
"hupA","lsrR",1,1,0,1
"hupA","lsrK",1,0,0,0
"hupA","ydeK",1,0,0,0
"hupA","maeA",1,0,0,0
"hupA","ydcS",1,1,0,1
"hupA","trg",1,1,0,1
"birA","trmA",1,1,0,1
"birA","yijD",1,1,0,1
"birA","oxyS",1,1,0,1
"birA","argB",1,0,0,0
"birA","argC",1,1,0,1
"birA","brnQ",1,1,0,1
"birA","pflC",1,1,0,1
"birA","pflD",1,0,0,0
"birA","yijE",1,0,0,0
"birA","katG",1,1,0,1
"birA","metF",1,1,1,1
"birA","metL",1,1,1,1
"birA","metB",1,1,0,1
"birA","rpmE",1,1,1,1
"birA","phoB",1,1,0,1
"birA","priA",1,1,1,1
"birA","ftsN",1,1,0,1
"birA","cdh",1,1,0,1
"birA","sbp",1,0,0,0
"birA","cpxR",1,1,0,1
"birA","cpxA",1,1,0,1
"birA","mak",1,1,0,1
"birA","ompL",1,0,0,0
"birA","ykiA",1,0,0,0
"birA","yihN",1,0,0,0
"birA","yihM",1,1,0,1
"birA","yihL",1,1,1,1
"birA","typA",1,1,0,1
"birA","glnL",1,1,0,1
"birA","glnG",1,1,0,1
"birA","mobB",1,1,0,1
"birA","aroM",1,1,0,1
"birA","ubiB",1,1,0,1
"birA","ilvE",1,0,0,0
"birA","ilvM",1,1,0,1
"birA","ilvG",1,1,0,1
"birA","yifB",1,1,0,1
"birA","yifE",1,0,0,0
"birA","ddlA",1,0,0,0
"birA","hsrA",1,1,0,1
"birA","rbsR",1,1,1,1
"birA","rbsK",1,1,0,1
"birA","rbsB",1,1,0,1
"birA","atpA",1,1,0,1
"birA","yidB",1,1,0,1
"birA","yidA",1,1,1,1
"birA","yicR",1,0,0,0
"birA","lyx",1,1,0,1
"birA","yiaL",1,1,0,1
"birA","insK",1,1,0,1
"birA","insJ",1,1,1,1
"birA","mokA",1,1,0,1
"birA","ldrD",1,1,0,1
"birA","yaiL",1,1,0,1
"birA","bcsB",1,1,0,1
"birA","mhpT",1,1,0,1
"birA","dctA",1,1,0,1
"birA","yhjJ",1,0,0,0
"birA","acpT",1,1,0,1
"birA","gntR",1,1,0,1
"birA","lacY",1,1,0,1
"birA","malT",1,1,0,1
"birA","malQ",1,1,0,1
"birA","yhgA",1,1,0,1
"birA","feoC",1,1,0,1
"birA","codB",1,1,0,1
"birA","def",1,1,0,1
"birA","acrE",1,1,0,1
"birA","fis",1,0,0,0
"birA","yhdP",1,1,0,1
"birA","yrbG",1,1,1,1
"birA","yrbE",1,1,0,1
"birA","rrmJ",1,1,0,1
"birA","nlpI",1,1,0,1
"birA","deaD",1,1,1,1
"birA","betT",1,1,0,1
"birA","mtr",1,0,0,0
"birA","yhbW",1,1,0,1
"birA","yhbS",1,1,1,1
"birA","yhbO",1,1,0,1
"birA","diaA",1,1,0,1
"birA","ykgE",1,1,0,1
"birA","alx",1,1,1,1
"birA","dnaG",1,1,0,1
"birA","mqsR",1,1,0,1
"birA","hybG",1,1,0,1
"birA","yqgA",1,1,0,1
"birA","scpA",1,1,0,1
"birA","fucA",1,1,0,1
"birA","ygaW",1,1,0,1
"birA","yfdT",1,0,0,0
"birA","yfdP",1,1,0,1
"birA","yfbR",1,0,0,0
"birA","arnB",1,1,0,1
"birA","yehS",1,1,0,1
"birA","yeeU",1,0,0,0
"birA","cobS",1,1,0,1
"birA","ynjA",1,1,0,1
"birA","cho",1,1,0,1
"birA","yaeT",1,0,0,0
"birA","lpp",1,1,0,1
"birA","ydeQ",1,0,0,0
"birA","hokB",1,1,0,1
"fabR","sthA",1,1,0,1
"fabR","oxyR",1,1,0,1
"fabR","phoR",1,0,0,0
"fabR","gldA",1,1,0,1
"fabR","metJ",1,1,0,1
"fabR","hslV",1,1,0,1
"fabR","glpF",1,1,0,1
"fabR","sodA",1,1,1,1
"fabR","yiiG",1,1,0,1
"fabR","yihU",1,1,0,1
"fabR","yihT",1,1,1,1
"fabR","yihQ",1,1,0,1
"fabR","yaiA",1,1,0,1
"fabR","caiA",1,0,0,0
"fabR","fadA",1,1,0,1
"fabR","fre",1,1,0,1
"fabR","tatD",1,1,0,1
"fabR","yigP",1,1,0,1
"fabR","yigA",1,1,0,1
"fabR","aslB",1,1,0,1
"fabR","hisR",1,1,0,1
"fabR","wzxE",1,1,0,1
"fabR","rffA",1,1,0,1
"fabR","rffC",1,1,0,1
"fabR","rffH",1,0,0,0
"fabR","rfe",1,0,0,0
"fabR","rho",1,0,0,0
"fabR","rbsC",1,1,1,1
"fabR","yidG",1,1,0,1
"fabR","dinD",1,0,0,0
"fabR","yicC",1,0,0,0
"fabR","rfaB",1,1,0,1
"fabR","rfaZ",1,1,1,1
"fabR","kbl",1,1,0,1
"fabR","ysaC",1,1,0,1
"fabR","frmR",1,1,1,1
"fabR","glyQ",1,0,0,0
"fabR","bcsC",1,1,0,1
"fabR","mhpF",1,0,0,0
"fabR","arsC",1,0,0,0
"fabR","mhpD",1,1,0,1
"fabR","livH",1,0,0,0
"fabR","gntK",1,0,0,0
"fabR","gntU",1,1,0,1
"fabR","asd",1,1,0,1
"fabR","glgB",1,0,0,0
"fabR","yrfF",1,0,0,0
"fabR","mrcA",1,1,0,1
"fabR","hofO",1,0,0,0
"fabR","damX",1,0,0,0
"fabR","gph",1,1,0,1
"fabR","cynR",1,1,0,1
"fabR","php",1,1,0,1
"fabR","yhfU",1,0,0,0
"fabR","yhfS",1,1,0,1
"fabR","frlB",1,1,0,1
"fabR","rplQ",1,0,0,0
"fabR","yhcE",1,0,0,0
"fabR","yhcA",1,0,0,0
"fabR","ryhA",1,1,0,1
"fabR","yrbC",1,1,1,1
"fabR","tdcR",1,1,0,1
"fabR","rpsP",1,0,0,0
"fabR","yfhH",1,1,0,1
"fabR","suhB",1,1,0,1
"fabR","ypfN",1,0,0,0
"fabR","argW",1,0,0,0
"fabR","nuoF",1,0,0,0
"fabR","yeiI",1,1,0,1
"fabR","yehP",1,0,0,0
"fabR","yehL",1,0,0,0
"fabR","mdtD",1,1,0,1
"fabR","yegD",1,1,0,1
"fabR","wza",1,0,0,0
"fabR","cpsB",1,0,0,0
"fabR","yaeB",1,0,0,0
"fabR","flhC",1,1,0,1
"fabR","motB",1,0,0,0
"fabR","yebY",1,0,0,0
"fabR","ynjH",1,0,0,0
"fabR","malI",1,1,0,1
"oxyR","oxyS",1,1,1,1
"oxyR","argH",1,1,0,1
"oxyR","argB",1,1,1,1
"oxyR","argC",1,1,0,1
"oxyR","brnQ",1,1,0,1
"oxyR","ppc",1,0,0,0
"oxyR","phoR",1,1,0,1
"oxyR","metJ",1,0,0,0
"oxyR","glpF",1,0,0,0
"oxyR","fpr",1,0,0,0
"oxyR","yiiS",1,0,0,0
"oxyR","tpiA",1,0,0,0
"oxyR","cdh",1,1,0,1
"oxyR","sbp",1,1,1,1
"oxyR","sbcC",1,1,1,1
"oxyR","fieF",1,1,0,1
"oxyR","cpxR",1,1,0,1
"oxyR","cpxA",1,1,0,1
"oxyR","sodA",1,1,1,1
"oxyR","yihU",1,1,1,1
"oxyR","yihT",1,1,1,1
"oxyR","yihQ",1,1,0,1
"oxyR","yihP",1,1,0,1
"oxyR","yihO",1,0,0,0
"oxyR","typA",1,1,0,1
"oxyR","glnA",1,1,1,1
"oxyR","glnG",1,1,0,1
"oxyR","fadB",1,0,0,0
"oxyR","yaiA",1,1,0,1
"oxyR","caiA",1,1,1,1
"oxyR","fadA",1,1,1,1
"oxyR","fre",1,1,1,1
"oxyR","ubiD",1,1,0,1
"oxyR","tatD",1,1,0,1
"oxyR","tatC",1,1,0,1
"oxyR","aslB",1,1,0,1
"oxyR","proM",1,1,0,1
"oxyR","hisR",1,1,0,1
"oxyR","wzyE",1,0,0,0
"oxyR","wzxE",1,1,0,1
"oxyR","rffA",1,1,0,1
"oxyR","rffC",1,1,0,1
"oxyR","rffH",1,1,0,1
"oxyR","rffD",1,1,0,1
"oxyR","rffE",1,0,0,0
"oxyR","rho",1,1,0,1
"oxyR","gpp",1,0,0,0
"oxyR","ilvM",1,1,0,1
"oxyR","ilvL",1,1,0,1
"oxyR","ddlA",1,1,0,1
"oxyR","rrsC",1,1,1,1
"oxyR","hsrA",1,1,0,1
"oxyR","rbsB",1,1,0,1
"oxyR","yaiZ",1,1,0,1
"oxyR","rbsC",1,1,0,1
"oxyR","recF",1,0,0,0
"oxyR","yidX",1,1,0,1
"oxyR","rpoZ",1,0,0,0
"oxyR","dinD",1,1,1,1
"oxyR","rfaB",1,1,0,1
"oxyR","tauA",1,0,0,0
"oxyR","rfaZ",1,0,0,0
"oxyR","rfaD",1,0,0,0
"oxyR","tdh",1,1,0,1
"oxyR","ysaC",1,0,0,0
"oxyR","sgbE",1,1,1,1
"oxyR","yiaL",1,1,0,1
"oxyR","glyQ",1,1,0,1
"oxyR","yhjJ",1,1,0,1
"oxyR","mhpF",1,0,0,0
"oxyR","yhiD",1,0,0,0
"oxyR","dctR",1,0,0,0
"oxyR","arsB",1,0,0,0
"oxyR","arsR",1,1,0,1
"oxyR","dinQ",1,1,0,1
"oxyR","mhpD",1,1,0,1
"oxyR","gor",1,1,0,1
"oxyR","yhiM",1,0,0,0
"oxyR","mhpC",1,0,0,0
"oxyR","yhiL",1,0,0,0
"oxyR","yhhJ",1,1,0,1
"oxyR","yrhC",1,0,0,0
"oxyR","yhhH",1,1,0,1
"oxyR","rhsB",1,0,0,0
"oxyR","nikR",1,1,0,1
"oxyR","livH",1,1,0,1
"oxyR","ugpC",1,1,0,1
"oxyR","yhhA",1,1,0,1
"oxyR","ggt",1,0,0,0
"oxyR","gntK",1,1,0,1
"oxyR","gntU",1,1,0,1
"oxyR","asd",1,0,0,0
"oxyR","glgB",1,1,0,1
"oxyR","envZ",1,0,0,0
"oxyR","pck",1,0,0,0
"oxyR","yhgE",1,1,0,1
"oxyR","hslO",1,0,0,0
"oxyR","yrfF",1,1,0,1
"oxyR","mrcA",1,0,0,0
"oxyR","hofM",1,1,0,1
"oxyR","hofN",1,1,0,1
"oxyR","dam",1,1,0,1
"oxyR","rpe",1,0,0,0
"oxyR","gph",1,1,0,1
"oxyR","cynR",1,1,1,1
"oxyR","yhfW",1,1,0,1
"oxyR","php",1,1,0,1
"oxyR","yhfU",1,1,1,1
"oxyR","yhfT",1,1,0,1
"oxyR","yhfS",1,1,0,1
"oxyR","frlD",1,0,0,0
"oxyR","frlB",1,0,0,0
"oxyR","prpR",1,0,0,0
"oxyR","rpmJ",1,1,0,1
"oxyR","rplQ",1,1,0,1
"oxyR","fis",1,1,0,1
"oxyR","carB",1,1,1,1
"oxyR","yahJ",1,1,0,1
"oxyR","yhcN",1,1,0,1
"oxyR","sspB",1,0,0,0
"oxyR","yahE",1,0,0,0
"oxyR","kdsC",1,1,0,1
"oxyR","yrbC",1,1,0,1
"oxyR","yraN",1,1,0,1
"oxyR","psrN",1,1,0,1
"oxyR","ttdT",1,0,0,0
"oxyR","ribB",1,0,0,0
"oxyR","qseB",1,1,0,1
"oxyR","ygiW",1,0,0,0
"oxyR","mltC",1,0,0,0
"oxyR","yggX",1,1,0,1
"oxyR","mutY",1,1,0,1
"oxyR","yqgF",1,0,0,0
"oxyR","scpA",1,0,0,0
"oxyR","yagX",1,0,0,0
"oxyR","ssrS",1,1,0,1
"oxyR","ygfB",1,1,0,1
"oxyR","ubiH",1,0,0,0
"oxyR","yagU",1,0,0,0
"oxyR","yfiO",1,1,0,1
"oxyR","yfiH",1,1,0,1
"oxyR","fdx",1,1,0,1
"oxyR","yfgC",1,1,0,1
"oxyR","yafY",1,0,0,0
"oxyR","yffQ",1,1,0,1
"oxyR","yfdY",1,0,0,0
"oxyR","argW",1,0,0,0
"oxyR","yfcV",1,1,0,1
"oxyR","yfcU",1,0,0,0
"oxyR","dedA",1,1,0,1
"oxyR","napF",1,1,0,1
"oxyR","napB",1,1,0,1
"oxyR","rtn",1,1,0,1
"oxyR","setB",1,1,0,1
"oxyR","yeiI",1,1,1,1
"oxyR","mglB",1,0,0,0
"oxyR","yohJ",1,1,0,1
"oxyR","yehP",1,1,0,1
"oxyR","yehL",1,1,0,1
"oxyR","yehK",1,0,0,0
"oxyR","gatC",1,0,0,0
"oxyR","gatR",1,0,0,0
"oxyR","mdtD",1,1,1,1
"oxyR","yegD",1,1,0,1
"oxyR","alkA",1,1,0,1
"oxyR","wcaB",1,1,0,1
"oxyR","rfbA",1,1,0,1
"oxyR","rfbX",1,1,0,1
"oxyR","rfc",1,0,0,0
"oxyR","hisH",1,0,0,0
"oxyR","hisL",1,1,0,1
"oxyR","sbmC",1,0,0,0
"oxyR","sdiA",1,0,0,0
"oxyR","yecF",1,0,0,0
"oxyR","uspC",1,1,0,1
"oxyR","flhC",1,0,0,0
"oxyR","yebC",1,1,0,1
"oxyR","yebB",1,0,0,0
"oxyR","znuA",1,1,0,1
"oxyR","yebY",1,1,0,1
"oxyR","mgrB",1,1,0,1
"oxyR","yoaC",1,1,0,1
"oxyR","yeaL",1,1,0,1
"oxyR","ynjE",1,0,0,0
"oxyR","ydjX",1,0,0,0
"oxyR","ydjN",1,0,0,0
"oxyR","rplT",1,1,0,1
"oxyR","pheS",1,0,0,0
"oxyR","pheT",1,0,0,0
"oxyR","sodC",1,1,0,1
"oxyR","malI",1,1,0,1
"oxyR","ydgU",1,1,0,1
"oxyR","intQ",1,1,0,1
"oxyR","osmC",1,0,0,0
"oxyR","tehA",1,0,0,0
"oxyR","paaK",1,1,0,1
"oxyS","argH",1,1,1,1
"oxyS","argB",1,1,1,1
"oxyS","argC",1,1,1,1
"oxyS","brnQ",1,1,1,1
"oxyS","ppc",1,1,0,1
"oxyS","pflC",1,1,0,1
"oxyS","pflD",1,1,0,1
"oxyS","fsaB",1,1,0,1
"oxyS","phoR",1,1,1,1
"oxyS","yijF",1,1,0,1
"oxyS","yijE",1,1,0,1
"oxyS","katG",1,1,0,1
"oxyS","metF",1,1,0,1
"oxyS","metL",1,1,1,1
"oxyS","metB",1,1,0,1
"oxyS","metJ",1,1,0,1
"oxyS","rpmE",1,1,0,1
"oxyS","phoB",1,1,0,1
"oxyS","priA",1,1,1,1
"oxyS","ftsN",1,1,0,1
"oxyS","fpr",1,1,0,1
"oxyS","uspD",1,0,0,0
"oxyS","yiiS",1,0,0,0
"oxyS","yiiR",1,0,0,0
"oxyS","yiiQ",1,1,0,1
"oxyS","tpiA",1,1,0,1
"oxyS","cdh",1,1,0,1
"oxyS","sbp",1,1,1,1
"oxyS","sbcC",1,1,0,1
"oxyS","fieF",1,1,0,1
"oxyS","cpxP",1,1,0,1
"oxyS","cpxR",1,1,1,1
"oxyS","cpxA",1,1,1,1
"oxyS","yiiM",1,1,0,1
"oxyS","sodA",1,1,0,1
"oxyS","mak",1,1,0,1
"oxyS","yihV",1,0,0,0
"oxyS","yihU",1,1,0,1
"oxyS","yihT",1,1,0,1
"oxyS","yihQ",1,1,0,1
"oxyS","yihP",1,1,0,1
"oxyS","yihO",1,1,0,1
"oxyS","yihN",1,1,0,1
"oxyS","yihM",1,1,0,1
"oxyS","yihL",1,1,0,1
"oxyS","typA",1,1,0,1
"oxyS","glnA",1,1,0,1
"oxyS","glnL",1,1,1,1
"oxyS","glnG",1,1,1,1
"oxyS","fadB",1,0,0,0
"oxyS","yaiA",1,1,0,1
"oxyS","caiA",1,1,1,1
"oxyS","fadA",1,1,1,1
"oxyS","fre",1,1,1,1
"oxyS","ubiD",1,1,1,1
"oxyS","tatD",1,1,1,1
"oxyS","tatC",1,1,0,1
"oxyS","tatB",1,1,1,1
"oxyS","ubiB",1,1,0,1
"oxyS","yigA",1,1,0,1
"oxyS","aslB",1,1,0,1
"oxyS","proM",1,1,0,1
"oxyS","hisR",1,1,1,1
"oxyS","argX",1,1,1,1
"oxyS","yifK",1,1,0,1
"oxyS","psiF",1,0,0,0
"oxyS","wzyE",1,1,1,1
"oxyS","wzxE",1,1,0,1
"oxyS","rffA",1,1,0,1
"oxyS","rffC",1,1,0,1
"oxyS","rffH",1,1,0,1
"oxyS","rho",1,1,0,1
"oxyS","trxA",1,1,0,1
"oxyS","rhlB",1,1,0,1
"oxyS","gpp",1,1,0,1
"oxyS","rep",1,1,0,1
"oxyS","yifN",1,1,0,1
"oxyS","ppiC",1,1,0,1
"oxyS","ilvY",1,1,0,1
"oxyS","iraP",1,1,0,1
"oxyS","ilvA",1,1,0,1
"oxyS","ilvD",1,1,0,1
"oxyS","ilvE",1,1,0,1
"oxyS","ilvM",1,1,1,1
"oxyS","ilvG",1,1,1,1
"oxyS","ilvL",1,0,0,0
"oxyS","yifB",1,0,0,0
"oxyS","yifE",1,1,0,1
"oxyS","ddlA",1,1,1,1
"oxyS","rrsC",1,1,1,1
"oxyS","yieP",1,1,0,1
"oxyS","hsrA",1,1,1,1
"oxyS","rbsR",1,1,0,1
"oxyS","rbsK",1,1,0,1
"oxyS","rbsB",1,1,0,1
"oxyS","yaiZ",1,1,0,1
"oxyS","rbsC",1,0,0,0
"oxyS","viaA",1,0,0,0
"oxyS","atpA",1,0,0,0
"oxyS","recF",1,1,0,1
"oxyS","yidB",1,1,1,1
"oxyS","yidX",1,0,0,0
"oxyS","cbrA",1,1,0,1
"oxyS","yaiT",1,1,0,1
"oxyS","ivbL",1,0,0,0
"oxyS","ilvB",1,1,0,1
"oxyS","rpoZ",1,1,0,1
"oxyS","dinD",1,1,1,1
"oxyS","yicC",1,0,0,0
"oxyS","rfaB",1,1,0,1
"oxyS","tauA",1,1,1,1
"oxyS","rfaD",1,1,0,1
"oxyS","htrL",1,1,0,1
"oxyS","kbl",1,1,1,1
"oxyS","yaiS",1,0,0,0
"oxyS","yaiX",1,1,0,1
"oxyS","yiaL",1,1,0,1
"oxyS","malS",1,1,0,1
"oxyS","frmR",1,0,0,0
"oxyS","glyQ",1,1,0,1
"oxyS","glyS",1,1,0,1
"oxyS","insK",1,1,0,1
"oxyS","mokA",1,1,0,1
"oxyS","frmA",1,0,0,0
"oxyS","yhjR",1,1,0,1
"oxyS","bcsZ",1,1,1,1
"oxyS","bcsC",1,0,0,0
"oxyS","mhpT",1,1,0,1
"oxyS","dctA",1,1,0,1
"oxyS","yhjJ",1,1,0,1
"oxyS","kdgK",1,1,0,1
"oxyS","yhjG",1,1,0,1
"oxyS","mhpF",1,1,0,1
"oxyS","yhiD",1,1,0,1
"oxyS","dctR",1,1,0,1
"oxyS","slp",1,1,0,1
"oxyS","yhiS",1,1,0,1
"oxyS","arsC",1,1,0,1
"oxyS","arsB",1,1,0,1
"oxyS","arsR",1,1,0,1
"oxyS","dinQ",1,1,0,1
"oxyS","mhpD",1,1,0,1
"oxyS","gor",1,0,0,0
"oxyS","uspA",1,1,0,1
"oxyS","uspB",1,1,0,1
"oxyS","pitA",1,1,0,1
"oxyS","yhiN",1,1,0,1
"oxyS","yhiM",1,1,0,1
"oxyS","mhpC",1,1,0,1
"oxyS","yhiL",1,0,0,0
"oxyS","yhhJ",1,1,0,1
"oxyS","yrhC",1,1,0,1
"oxyS","rhsB",1,1,0,1
"oxyS","acpT",1,1,0,1
"oxyS","yhhT",1,1,0,1
"oxyS","mhpA",1,1,0,1
"oxyS","ugpC",1,1,0,1
"oxyS","yhhA",1,1,0,1
"oxyS","ggt",1,0,0,0
"oxyS","yrhD",1,1,0,1
"oxyS","gntR",1,1,0,1
"oxyS","gntK",1,1,0,1
"oxyS","gntU",1,1,0,1
"oxyS","asd",1,1,1,1
"oxyS","glgB",1,1,1,1
"oxyS","feoB",1,1,0,1
"oxyS","ompR",1,1,0,1
"oxyS","envZ",1,1,0,1
"oxyS","pck",1,1,0,1
"oxyS","yhgE",1,1,0,1
"oxyS","hslO",1,0,0,0
"oxyS","hslR",1,1,0,1
"oxyS","yrfG",1,1,0,1
"oxyS","yrfF",1,1,0,1
"oxyS","mrcA",1,1,1,1
"oxyS","dam",1,1,0,1
"oxyS","rpe",1,1,1,1
"oxyS","cynR",1,1,0,1
"oxyS","yhfW",1,1,0,1
"oxyS","php",1,1,1,1
"oxyS","yhfU",1,1,0,1
"oxyS","yhfT",1,1,1,1
"oxyS","frlD",1,1,0,1
"oxyS","frlC",1,1,0,1
"oxyS","frlB",1,0,0,0
"oxyS","rpsJ",1,1,0,1
"oxyS","rplQ",1,1,0,1
"oxyS","smg",1,1,0,1
"oxyS","yhdY",1,1,0,1
"oxyS","acrE",1,1,0,1
"oxyS","yhdU",1,1,0,1
"oxyS","yhdJ",1,1,0,1
"oxyS","fis",1,1,0,1
"oxyS","carB",1,1,1,1
"oxyS","mreB",1,0,0,0
"oxyS","mreC",1,0,0,0
"oxyS","mreD",1,0,0,0
"oxyS","lptB",1,1,0,1
"oxyS","yahD",1,0,0,0
"oxyS","kdsD",1,0,0,0
"oxyS","yrbG",1,1,1,1
"oxyS","sfsB",1,0,0,0
"oxyS","greA",1,1,0,1
"oxyS","yahB",1,1,0,1
"oxyS","yhbY",1,1,1,1
"oxyS","nlpI",1,0,0,0
"oxyS","deaD",1,0,0,0
"oxyS","betT",1,1,0,1
"oxyS","mtr",1,1,0,1
"oxyS","yhbS",1,1,0,1
"oxyS","yraR",1,1,1,1
"oxyS","betI",1,1,0,1
"oxyS","yraQ",1,1,0,1
"oxyS","yraP",1,1,0,1
"oxyS","diaA",1,1,0,1
"oxyS","yraN",1,1,1,1
"oxyS","yraL",1,1,0,1
"oxyS","ykgE",1,1,0,1
"oxyS","psrN",1,1,0,1
"oxyS","ygjR",1,1,0,1
"oxyS","ygjK",1,1,0,1
"oxyS","rpsU",1,1,0,1
"oxyS","qseB",1,1,0,1
"oxyS","ygiW",1,1,0,1
"oxyS","hybG",1,0,0,0
"oxyS","yqgA",1,1,0,1
"oxyS","mltC",1,0,0,0
"oxyS","yggX",1,1,0,1
"oxyS","mutY",1,1,0,1
"oxyS","yqgF",1,0,0,0
"oxyS","endA",1,1,0,1
"oxyS","scpA",1,1,1,1
"oxyS","ssrS",1,1,0,1
"oxyS","ygfB",1,0,0,0
"oxyS","ygeO",1,1,0,1
"oxyS","yqeK",1,1,0,1
"oxyS","yqeI",1,1,0,1
"oxyS","yqeH",1,1,0,1
"oxyS","kduD",1,1,0,1
"oxyS","fucR",1,0,0,0
"oxyS","pyrG",1,1,0,1
"oxyS","ygbN",1,0,0,0
"oxyS","hypB",1,0,0,0
"oxyS","luxS",1,0,0,0
"oxyS","ypjC",1,1,0,1
"oxyS","yfiH",1,0,0,0
"oxyS","clpB",1,0,0,0
"oxyS","yfhL",1,1,0,1
"oxyS","yfhA",1,0,0,0
"oxyS","yfgA",1,0,0,0
"oxyS","yfgC",1,1,0,1
"oxyS","focB",1,1,0,1
"oxyS","yafY",1,1,0,1
"oxyS","gcvR",1,0,0,0
"oxyS","ypfJ",1,1,0,1
"oxyS","ypfH",1,0,0,0
"oxyS","acrD",1,1,0,1
"oxyS","yffQ",1,1,0,1
"oxyS","yffO",1,0,0,0
"oxyS","yfeY",1,1,0,1
"oxyS","yfeX",1,1,0,1
"oxyS","murQ",1,1,0,1
"oxyS","yfeT",1,1,0,1
"oxyS","pawZ",1,0,0,0
"oxyS","torI",1,0,0,0
"oxyS","yfdT",1,1,0,1
"oxyS","yfdP",1,0,0,0
"oxyS","yfdN",1,1,0,1
"oxyS","yfdL",1,0,0,0
"oxyS","tfaS",1,0,0,0
"oxyS","argW",1,1,0,1
"oxyS","yfcV",1,1,0,1
"oxyS","dedA",1,1,0,1
"oxyS","yfbR",1,1,0,1
"oxyS","inaA",1,1,0,1
"oxyS","yafL",1,1,0,1
"oxyS","yfaT",1,0,0,0
"oxyS","napF",1,1,0,1
"oxyS","ccmE",1,0,0,0
"oxyS","ccmF",1,0,0,0
"oxyS","ccmG",1,1,0,1
"oxyS","ccmH",1,0,0,0
"oxyS","lpcA",1,1,0,1
"oxyS","setB",1,1,0,1
"oxyS","yeiI",1,1,0,1
"oxyS","mglB",1,1,0,1
"oxyS","yohJ",1,1,0,1
"oxyS","dusC",1,1,0,1
"oxyS","yohF",1,0,0,0
"oxyS","yohD",1,0,0,0
"oxyS","pbpG",1,1,0,1
"oxyS","yehU",1,0,0,0
"oxyS","yehP",1,1,0,1
"oxyS","mrp",1,1,0,1
"oxyS","gatC",1,1,0,1
"oxyS","dnaQ",1,1,0,1
"oxyS","yegQ",1,1,0,1
"oxyS","rnhA",1,1,0,1
"oxyS","mdtD",1,1,0,1
"oxyS","yegD",1,1,0,1
"oxyS","alkA",1,0,0,0
"oxyS","wcaA",1,1,0,1
"oxyS","wcaB",1,1,0,1
"oxyS","cpsB",1,1,0,1
"oxyS","rfbA",1,0,0,0
"oxyS","hisL",1,0,0,0
"oxyS","sbmC",1,1,0,1
"oxyS","isrC",1,1,0,1
"oxyS","yeeJ",1,1,0,1
"oxyS","serU",1,1,0,1
"oxyS","yedQ",1,0,0,0
"oxyS","fliL",1,0,0,0
"oxyS","pgsA",1,1,1,1
"oxyS","yecR",1,1,0,1
"oxyS","uspC",1,0,0,0
"oxyS","cmoB",1,0,0,0
"oxyS","aspS",1,1,0,1
"oxyS","yebC",1,1,0,1
"oxyS","nlpE",1,0,0,0
"oxyS","nhaA",1,0,0,0
"oxyS","yebB",1,0,0,0
"oxyS","znuC",1,1,0,1
"oxyS","yobB",1,1,0,1
"oxyS","yobA",1,1,0,1
"oxyS","yebY",1,1,0,1
"oxyS","yebV",1,1,0,1
"oxyS","yaeP",1,1,0,1
"oxyS","cspC",1,0,0,0
"oxyS","rrmA",1,1,0,1
"oxyS","manY",1,1,0,1
"oxyS","yoaC",1,1,0,1
"oxyS","yeaC",1,1,0,1
"oxyS","ynjH",1,1,0,1
"oxyS","astA",1,0,0,0
"oxyS","astD",1,1,0,1
"oxyS","cho",1,0,0,0
"oxyS","chbB",1,1,0,1
"oxyS","ydjO",1,1,0,1
"oxyS","ydjN",1,0,0,0
"oxyS","lpxD",1,0,0,0
